iter	Passed	Remaining
639	25491	7846
640	25531	7806
641	25568	7766
642	25602	7724
643	25640	7684
644	25676	7643
645	25713	7602
646	25748	7561
647	25783	7520
648	25817	7478
649	25854	7438
650	25889	7396
651	25925	7356
652	25961	7315
653	25992	7273
654	26028	7232
655	26064	7191
656	26100	7150
657	26137	7110
658	26173	7069
659	26206	7028
660	26239	6986
661	26274	6945
662	26308	6904
663	26343	6863
664	26378	6822
665	26414	6782
666	26449	6741
667	26483	6700
668	26522	6660
669	26556	6619
670	26592	6578
671	26628	6538
672	26665	6497
673	26701	6457
674	26737	6417
675	26772	6376
676	26808	6335
677	26844	6295
678	26879	6254
679	26913	6213
680	26949	6173
681	26987	6133
682	27021	6092
683	27057	6052
684	27092	6011
685	27126	5971
686	27162	5930
687	27199	5890
688	27232	5849
689	27267	5809
690	27302	5768
691	27336	5727
692	27373	5687
693	27409	5647
694	27442	5607
695	27476	5566
696	27514	5526
697	27550	5486
698	27586	5446
699	27621	5405
700	27655	5365
701	27688	5324
702	27724	5284
703	27759	5244
704	27795	5204
705	27831	5164
706	27865	5123
707	27900	5083
708	27934	5043
709	27967	5002
710	28002	4962
711	28038	4922
712	28071	4881
713	28106	4841
714	28142	4801
715	28178	4762
716	28212	4721
717	28247	4681
718	28283	4641
719	28317	4601
720	28353	4561
721	28388	4521
722	28421	4481
723	28456	4441
724	28491	4401
725	28532	4362
726	28570	4322
727	28603	4282
728	28637	4242
729	28671	4202
730	28713	4163
731	28748	4123
732	28781	4083
733	28816	4043
734	28851	4003
735	28885	3963
736	28922	3924
737	28959	3884
738	28996	3845
739	29033	3805
740	29068	3765
741	29102	3726
742	29137	3686
743	29172	3646
744	29203	3606
745	29239	3566
746	29275	3527
747	29310	3487
748	29345	3447
749	29381	3408
750	29411	3367
751	29446	3328
752	29479	3288
753	29520	3249
754	29553	3209
755	29588	3170
756	29619	3130
757	29654	3090
758	29690	3051
759	29726	3011
760	29762	2972
761	29797	2932
762	29835	2893
763	29865	2853
764	29899	2814
765	29937	2774
766	29973	2735
767	30011	2696
768	30046	2656
769	30083	2617
770	30114	2577
771	30147	2538
772	30185	2499
773	30220	2459
774	30256	2420
775	30290	2381
776	30324	2341
777	30361	2302
778	30396	2263
779	30429	2223
780	30462	2184
781	30499	2145
782	30535	2105
783	30570	2066
784	30602	2027
785	30639	1988
786	30674	1948
787	30710	1909
788	30744	1870
789	30781	1831
790	30815	1792
791	30851	1752
792	30886	1713
793	30917	1674
794	30954	1635
795	30993	1596
796	31029	1557
797	31059	1517
798	31094	1478
799	31130	1439
800	31164	1400
801	31206	1361
802	31239	1322
803	31275	1283
804	31308	1244
805	31342	1205
806	31378	1166
807	31411	1127
808	31445	1088
809	31477	1049
810	31514	1010
811	31551	971
812	31592	932
813	31629	893
814	31663	854
815	31699	815
816	31734	776
817	31771	737
818	31804	699
819	31839	660
820	31874	621
821	31909	582
822	31944	543
823	31981	504
824	32015	465
825	32050	426
826	32087	387
827	32123	349
828	32156	310
829	32192	271
830	32228	232
831	32265	193
832	32299	155
833	32336	116
834	32372	77
835	32407	38
836	32441	0
