iter	Logloss
244	0.4968655414
245	0.4965644982
246	0.4963284193
247	0.4961386419
248	0.495896155
249	0.4956950861
250	0.4954427475
251	0.4951211822
252	0.4948092981
253	0.4945592616
254	0.494332618
255	0.4941048682
256	0.4938435176
257	0.4936222241
258	0.4933922919
259	0.4931826965
260	0.4929902012
261	0.4927501897
262	0.4925259376
263	0.4922837479
264	0.4920546509
265	0.4918302264
266	0.4916006276
267	0.4913123981
268	0.4910326404
269	0.4907818891
270	0.4905882756
271	0.4903750013
272	0.4901803542
273	0.4899973276
274	0.48979098
275	0.48958387
276	0.4893634425
277	0.4891136097
278	0.4888662871
279	0.4885923732
280	0.4883530368
281	0.4880741021
282	0.4878712955
283	0.4876557257
284	0.4873725786
285	0.4871466914
286	0.4868728088
287	0.4866370838
288	0.4864122696
289	0.4862018834
290	0.4859876644
291	0.4857962384
292	0.4855718709
293	0.4853883984
294	0.4851706379
295	0.4850010798
296	0.4847196823
297	0.4844843594
298	0.4842514989
299	0.4839881248
300	0.4837869146
301	0.4836189707
302	0.483377605
303	0.4831530113
304	0.4828817164
305	0.4826331743
306	0.4824039185
307	0.4822200649
308	0.4819884123
309	0.4817606607
310	0.4815703593
311	0.4813341051
312	0.4811078165
313	0.4808837049
314	0.4806638499
315	0.480453997
316	0.480250456
317	0.4800357219
318	0.4798424369
319	0.4796135345
320	0.4793888895
321	0.4792335027
322	0.4790551267
323	0.478863133
324	0.4786658836
325	0.4784560028
326	0.4782613277
327	0.4780404711
328	0.4778443494
329	0.4776426094
330	0.477447435
331	0.4772684103
332	0.477056696
333	0.4768103308
334	0.4765756583
335	0.4764015792
336	0.4761945749
337	0.4759777985
338	0.4757985242
339	0.4755937774
340	0.475373653
341	0.4751424932
342	0.4749327634
343	0.4746930173
344	0.4745000862
345	0.4743072017
346	0.4740890439
347	0.4738263193
348	0.473623325
349	0.4733987029
350	0.4731590748
351	0.4729288592
352	0.4726862652
353	0.4724798532
354	0.4722383664
355	0.4720370758
356	0.4718088637
357	0.4715797947
358	0.4713944077
359	0.4711785073
360	0.4709820861
361	0.4707573376
362	0.4705346347
363	0.4702842529
364	0.4700452224
365	0.4697985406
366	0.4695633766
367	0.4693472389
368	0.4691174591
369	0.4689028316
370	0.4686443541
371	0.4684600929
372	0.4682435492
373	0.4680685801
374	0.4678211081
375	0.4676426499
376	0.4674472366
377	0.4672290357
378	0.4669815637
379	0.4667675845
380	0.4665279915
381	0.4662942997
382	0.4660565479
383	0.4658282727
384	0.4656121112
385	0.4654057748
386	0.4651735174
387	0.4649580159
388	0.4648185198
389	0.4645709077
390	0.4643321868
391	0.4641285731
392	0.4639032886
393	0.4636679592
394	0.4634575327
395	0.4632268446
396	0.4630183448
397	0.4628390253
398	0.4626116604
399	0.4624056147
400	0.4621825422
401	0.4619541332
402	0.4617598677
403	0.4615533928
404	0.4613487628
405	0.4611013174
406	0.4608691983
407	0.4606424263
408	0.4604484743
409	0.4602432785
410	0.4600010566
411	0.459761088
412	0.4595408056
413	0.4593321388
414	0.4591665571
415	0.4589431659
416	0.4587285139
417	0.4585324496
418	0.4583267256
419	0.4581392492
420	0.4579087498
421	0.457729169
422	0.4575082489
423	0.4572986382
424	0.4571115899
425	0.4568561914
426	0.4566419686
427	0.4564273552
428	0.4562100558
429	0.4559558423
430	0.4557450432
431	0.4556051705
432	0.4553698479
433	0.4551642393
434	0.4549586432
435	0.454766643
436	0.4545523293
437	0.4543733207
438	0.4541799168
439	0.4539584501
440	0.4537378209
441	0.453527397
442	0.4533306857
443	0.4531391806
444	0.4529369521
445	0.4527341816
446	0.4525041279
447	0.452342082
448	0.4521378328
449	0.4519574096
450	0.4517480162
451	0.451551373
452	0.4513073314
453	0.4510717447
454	0.4508557769
455	0.4506314463
456	0.4504888103
457	0.4503028937
458	0.450124289
459	0.4499300907
460	0.4497109405
461	0.449504985
462	0.4492897595
463	0.4490868374
464	0.4489116009
465	0.4487119909
466	0.4485198342
467	0.4483286921
468	0.4481531887
469	0.4479292297
470	0.4477430012
471	0.4475180792
472	0.4472998901
473	0.4470683877
474	0.4468791501
475	0.4466823701
476	0.4465061615
477	0.4462881986
478	0.4460864706
479	0.4459228872
480	0.445760851
481	0.4455636168
482	0.4453731216
483	0.4452011807
484	0.4449823885
485	0.4447914349
486	0.444596953
487	0.4443751984
488	0.4441728898
489	0.4440237143
490	0.4437795513
491	0.4436413123
492	0.4434053018
493	0.4432146325
494	0.4429938151
495	0.4427953029
496	0.4425888758
497	0.4423865573
498	0.4421716888
499	0.441971226
500	0.4418062389
501	0.4416365211
502	0.441450813
503	0.4412803349
504	0.4410978655
505	0.4409008402
506	0.4406923251
507	0.4405920806
508	0.4403994429
509	0.4401734237
510	0.4399849256
511	0.4397723342
512	0.4395678478
513	0.4394023099
514	0.4392009228
515	0.439050116
516	0.4389064501
517	0.4387141615
518	0.4385265535
519	0.4383468031
520	0.4381390044
521	0.4379370052
522	0.437733534
523	0.4375237905
524	0.4373435773
525	0.4371405881
526	0.4370027322
527	0.4368045013
528	0.4366111067
529	0.4363924659
530	0.436235552
531	0.4360463224
532	0.4358551588
533	0.4356671499
534	0.4355030832
535	0.4353065929
536	0.4351617694
537	0.4349743547
538	0.4347756926
539	0.4346368111
540	0.4344219863
541	0.4342625107
542	0.4341175111
543	0.4339261727
544	0.4337320071
545	0.4335269357
546	0.4333291289
547	0.4331497211
548	0.4329433876
549	0.4327782442
550	0.4326183483
551	0.4324872597
552	0.4323149901
553	0.4321695244
554	0.4320101682
555	0.4318192549
556	0.4317568206
557	0.4315563918
558	0.4314110259
559	0.4312236476
560	0.4310363736
561	0.4308719829
562	0.4307037337
563	0.4305480662
564	0.4303868703
565	0.4302048521
566	0.4300612212
567	0.4298653636
568	0.4297096996
569	0.4295510083
570	0.4293990411
571	0.429246599
572	0.4290781482
573	0.4289170181
574	0.4287662955
575	0.4286257578
576	0.4284417861
577	0.4282712067
578	0.4281267619
579	0.4279795393
580	0.427793332
581	0.4276111342
582	0.4274217791
583	0.4272604837
584	0.4270562771
585	0.4269004018
586	0.4267290224
587	0.4265761088
588	0.4263978609
589	0.4262470481
590	0.4260564438
591	0.4258743144
592	0.4257105684
593	0.4255679987
594	0.4253990438
595	0.4252474731
596	0.425052554
597	0.4248922165
598	0.4247736355
599	0.4246170297
600	0.4244656157
601	0.4242822625
602	0.4241672976
603	0.424006838
604	0.4239171909
605	0.4237908145
606	0.4236142098
607	0.4234708087
608	0.4232981624
609	0.4231670169
610	0.4229924794
611	0.422805998
612	0.4226840044
613	0.4225156526
614	0.4223464307
615	0.4222002327
616	0.4220488369
617	0.42188747
618	0.4217628757
619	0.4216018838
620	0.4214882016
621	0.4213250853
622	0.421198556
623	0.4210797005
624	0.4209559389
625	0.4208297252
626	0.4207297942
627	0.4205953621
628	0.4204706444
629	0.4203236548
630	0.4201931704
631	0.4200336407
632	0.4198472821
633	0.4197040095
634	0.4195523955
635	0.4193643408
636	0.4191979423
637	0.4190801364
638	0.4188748399
639	0.4187826703
640	0.4186406584
641	0.4184715725
642	0.4183246201
643	0.4181337909
644	0.4179535579
645	0.417798479
646	0.4176271297
647	0.4175215678
648	0.417390068
649	0.4172188284
650	0.4170534685
651	0.4169018192
652	0.4167351136
653	0.4166864476
654	0.41656045
655	0.4164388364
656	0.4162597892
657	0.4160839097
658	0.4158936601
659	0.415738689
660	0.4156213746
661	0.4154707782
662	0.4153171118
663	0.415168322
664	0.4150090461
665	0.4148554589
666	0.4147280421
667	0.4145777057
668	0.414403032
669	0.4142991739
670	0.4142232446
671	0.4140639784
672	0.4138943272
673	0.4137376111
674	0.4135669756
675	0.4134115123
676	0.413231141
677	0.4130921244
678	0.412948596
679	0.4128162671
680	0.4126662018
681	0.4124821518
682	0.4123706281
683	0.4122515139
684	0.4120974721
685	0.4119119234
686	0.4117626181
687	0.4115956839
688	0.4114507728
689	0.4112746006
690	0.4111212005
691	0.4109684293
692	0.4107933141
693	0.4106346376
694	0.4105225451
695	0.4103498768
696	0.410240343
697	0.4100557678
698	0.4099045243
699	0.4097601181
700	0.4096386287
701	0.4095248021
702	0.4093867901
703	0.4092285844
704	0.4090583865
705	0.4089044656
706	0.4087639116
707	0.4086280298
708	0.4084698485
709	0.4083475034
710	0.4082467993
711	0.4080978588
712	0.4079715562
713	0.4078094998
714	0.4076469952
715	0.4074984136
716	0.4073690808
717	0.4072242791
718	0.4070756057
719	0.4069601358
720	0.4068193749
721	0.4066712246
722	0.4065329275
723	0.4064160732
724	0.4062444017
725	0.4061291672
726	0.4059646614
727	0.4058482908
728	0.405748941
729	0.4055955429
730	0.4054896229
731	0.4053689054
732	0.405268372
733	0.4051422735
734	0.405021794
735	0.4048685182
736	0.4047300959
737	0.4045284327
738	0.4043633383
739	0.4042286677
740	0.4040793833
741	0.4040003639
742	0.4038688422
743	0.4037061213
744	0.4036685194
745	0.4035207175
746	0.4033547074
747	0.4032339281
748	0.4030583993
749	0.4029305209
750	0.4029038922
751	0.402773859
752	0.4026531891
753	0.4024990551
754	0.4023770249
755	0.4022621823
756	0.4022156041
757	0.4020574626
758	0.4019295911
759	0.4017589329
760	0.4016432783
761	0.401547175
762	0.4013806595
763	0.4013579708
764	0.4012357618
765	0.4010899295
766	0.4009275396
767	0.4007836198
768	0.4006207594
769	0.4004387069
770	0.4004205294
771	0.4002833138
772	0.4000895644
773	0.3999323225
774	0.3997819058
775	0.3996634767
776	0.3995344983
777	0.3993944458
778	0.3992285717
779	0.3990867465
780	0.3989698029
781	0.3988444478
782	0.3987260965
783	0.3986245544
784	0.398552674
785	0.3983878172
786	0.3982567483
787	0.3981037698
788	0.3979884568
789	0.3978144834
790	0.3977095753
791	0.3975489406
792	0.3974057957
793	0.3973780234
794	0.3972321294
795	0.397062775
796	0.39692533
797	0.3969107835
798	0.3967827399
799	0.3966325777
800	0.3964923547
801	0.3963702067
802	0.3962580329
803	0.3961131909
804	0.3960028499
805	0.3958964069
806	0.3957472995
807	0.3956366658
808	0.3955364243
809	0.3954444788
810	0.3953429043
811	0.3952054198
812	0.395080665
813	0.3949315047
814	0.3948151997
815	0.3946612614
816	0.3945362785
817	0.3943996299
818	0.3943125664
819	0.3942311741
820	0.3940734019
821	0.393959129
822	0.3938368187
823	0.3936993867
824	0.3936207917
825	0.3934758632
826	0.3933339639
827	0.393175841
828	0.3930763406
829	0.3929583004
830	0.3928171842
831	0.3926631992
832	0.392553914
833	0.3924115594
834	0.3922811644
835	0.3921813549
836	0.3920684537
